handle_index,x_m,y_m,speed_mps
126,1.9286683102135813,-6.195666225921847,0.9739976802346965
127,3.438180503023582,-5.5294283256499535,0.9739795334379654
128,4.731730065764676,-4.5051092695287185,0.9739616350483441
129,5.727377232054805,-3.1893635797165665,0.9739439799955836
130,6.36291609526755,-1.6666717680400134,0.9739265633465748
131,6.59946666616816,-0.03371621830596622,0.9739093803007417
132,6.423522545833206,1.60687625593014,0.9738924261856171
133,5.847372734526321,3.1530170628852088,0.973875696452596
134,4.907919522182489,4.509456395040324,0.9738591866728559
135,3.6640120983024356,5.593520194277594,0.9738428925334386
136,2.1925017978399954,6.339949987113806,0.9738268098334824
137,0.5832950872661202,6.704578239782785,0.9738109344806035
138,-1.0662689629537332,6.666651412565103,0.9737952624874148
139,-2.6573609748793743,6.229700374590691,0.9737797899681779
140,-4.095560927974011,5.420947696128879,0.9737645131355845
141,-5.296367819220485,4.289328144364508,0.9737494282976551
142,-6.190006759521786,2.9022775164573926,0.9737345318547601
143,-6.725272596752167,1.3415115239092885,0.973719820296747
144,-6.872213867149455,-0.3019325010134963,0.9737052902001766
145,-6.623534320518069,-1.9330850024944686,0.9736909382256603
146,-5.9946668351944625,-3.458544174646612,0.973676761115296
147,-5.022551632066801,-4.791770348950351,0.9736627556901954
148,-3.7632229716303898,-5.857880720818084,0.9736489188481026
149,-2.2883721242665627,-6.597688113340458,0.9736352475610974
150,-0.681106171019501,-6.970778123302085,0.9736217388733815
151,0.968840233193867,-6.957479129960058,0.9736083898991428
152,2.5701610712884886,-6.559645529714563,0.9735951978204951
153,4.035018321219705,-5.800242318420181,0.9735821598854902
154,5.283789637936711,-4.721784994950565,0.9735692734062
155,6.249274097213178,-3.383749211088277,0.9735565357568643
156,6.880142893655897,-1.8591166121729552,0.9735439443721037
157,7.143469104034795,-0.2302644681991779,0.9735314967451932
158,7.02622496093031,1.4155647486116176,0.9735191904263936
159,6.535693345582938,2.990962709237778,0.9735070230213416
160,5.69879916217629,4.4129711922576815,0.9734949921894931
161,4.5604227754363125,5.607374475120304,0.9734830956426186
162,3.180808930484681,6.5124521727894695,0.9734713311433494
163,1.63222808721056,7.082011100245329,0.9734596965037707
164,-0.0049190375885756425,7.287557425345321,0.9734481895840644
165,-1.646340062012209,7.11951867808669,0.9734368082911915
166,-3.208207857627057,6.587476396851769,0.9734255505776221
167,-4.611411646982687,5.719421602764225,0.9734144144401039
168,-5.78549009131541,4.560094294988999,0.9734033979184716
169,-6.672056385215531,3.1685123870438283,0.9733924990944934
170,-7.227556309258817,1.6148329367105,0.9733817160907569
171,-7.425237970949853,-0.023282431824699846,0.973371047069586
172,-7.2562544508358195,-1.6646064613600084,0.9733604902319976
173,-6.729865489787714,-3.2283886270361806,0.9733500438166864
174,-5.872749412144551,-4.638300691473481,0.9733397060990435
175,-4.727479478625123,-5.826095614588057,0.9733294753902059
176,-3.3502577995091976,-6.73480923645874,0.9733193500361338
177,-1.8080330923702461,-7.3213609841249525,0.9733093284167181
178,-0.17515457109403743,-7.558442688933397,0.9732994089449141
179,1.4702678644374352,-7.435621645745647,0.9732895900659023
180,3.050117747422144,-6.959623381848135,0.9732798702562738
181,4.489960631233383,-6.153799288178534,0.9732702480232415
182,5.722495317509194,-5.056822420998933,0.9732607219038727
183,6.690611685953792,-3.720689681653884,0.9732512904643483
184,7.349921625841522,-2.2081387227882505,0.9732419522992408
185,7.670657567737362,-0.5896120916893984,0.9732327060308148
186,7.638865081733023,1.060081588311229,0.9732235503083475
187,7.2568503352854865,2.6652497207811137,0.9732144838074714
188,6.542878237997149,4.15277916394986,0.973205505229532
189,5.530151226433854,5.45542416549488,0.9731966133009684
190,4.265130350343319,6.514774052479912,0.9731878067727092
191,2.8052882733680127,7.283774124191618,0.9731790844195869
192,1.2164068796964922,7.728696495897942,0.9731704450397677
193,-0.43045047183511304,7.830484823845708,0.9731618874541991
194,-2.0621509496708916,7.585426564179761,0.9731534105060727
195,-3.6067429174982797,7.005137280353848,0.973145013060301
196,-4.9966017141053225,6.115872119957764,0.9731366940030108
197,-6.171335239842283,4.957208603871382,0.9731284522410492
198,-7.080327932056359,3.5801711005689394,0.9731202867015036
199,-7.684820442397843,2.044889756664418,0.9731121963312359
200,-7.959444928587089,0.41790438746608016,0.9731041800964286
201,-7.893161240064919,-1.230763703034898,0.9730962369821433
202,-7.489566233214551,-2.8306421579324947,0.9730883659918919
203,-6.766575797459105,-4.3138093197205425,0.9730805661472195
204,-5.755505737807071,-5.617740811201323,0.9730728364872968
205,-4.499602349112193,-6.687884109206258,0.9730651760685265
206,-3.052095359264538,-7.479858549666519,0.9730575839641572
207,-1.4738640952010378,-7.961196349067812,0.9730500592639099
208,0.1691783974062565,-8.11256136314641,0.9730426010736141
209,1.8088694053657524,-7.9284054552400445,0.9730352085148503
210,3.3776307040638267,-7.4170464935437375,0.9730278807246082
211,4.811235525798546,-6.600176115148794,0.973020616854947
212,6.051396591902694,-5.511828500588264,0.9730134160726701
213,7.048073395057167,-4.196862588462087,0.9730062775590045
214,7.761410699574929,-2.709028629317656,0.9729992005092901
215,8.163237175891572,-1.1087050736168003,0.9729921841326775
216,8.23807241901553,0.5395969880171504,0.9729852276518328
217,7.983611470104409,2.1698575884977163,0.9729783303026498
218,7.410677485848504,3.7171929269698345,0.9729714913339685
219,6.542654507640699,5.120416397876472,0.9729647100073044
220,5.414432537064326,6.32441605946646,0.9729579855965801
221,4.070915562531869,7.282258499089594,0.9729513173878668
222,2.5651591385698045,7.956941826063848,0.9729447046791311
223,0.9562170490832633,8.322735965818596,0.9729381467799885
