excel_row,x_m,y_m,radius_m,nearest_excel_row,nearest_distance_m
116,96.746,-73.282,121.36737634142051,115,12.099425192958552
117,103.562,-63.285,121.36753712999204,118,12.09915997084095
118,109.348,-52.659,121.36702758574917,117,12.09915997084095
119,114.048,-41.51,121.36732016486151,118,12.099181831843014
120,117.615,-29.948,121.36791556667684,121,12.098821843468896
121,120.012,-18.089,121.36759066983245,120,12.098821843468896
122,121.217,-6.05,121.3678853280389,121,12.09915476386677
123,134.294,12.263,134.8527330275512,124,12.275266270024453
124,132.623,24.424,134.85322356176732,123,12.275266270024453
125,129.852,36.383,134.85275152179878,126,12.275070875559129
126,126.006,48.04,134.85308167038676,125,12.275070875559129
127,121.115,59.299,134.8525662566345,126,12.275461783574583
128,115.221,70.067,134.85274683891313,127,12.275547238310795
129,108.372,80.255,134.85308824420744,130,12.275361216681166
130,100.625,89.777,134.85288411450458,129,12.275361216681166
131,92.044,98.555,134.8524599738544,132,12.275385655856189
132,82.701,106.517,134.85298176162067,131,12.275385655856189
133,72.672,113.596,134.85277453578774,132,12.275711058834842
134,62.041,119.734,134.85294374614148,135,12.275261708004438
135,50.896,124.879,134.85239136552232,134,12.275261708004438
136,39.329,128.99,134.85247621382413,137,12.274910508838751
137,27.437,132.032,134.85265289566982,136,12.274910508838751
138,15.317,133.98,134.8527007108126,137,12.275549030491465
139,3.07,134.818,134.85294963032882,138,12.275636561905864
140,-9.203,134.538,134.85239580000055,141,12.275408424977153
141,-21.399,133.144,134.85266751903725,140,12.275408424977153
142,-33.418,130.647,134.8532585182872,143,12.274668264356475
143,-45.159,127.067,134.853096998178,142,12.274668264356475
144,-56.527,122.434,134.85320198274863,145,12.275508339779659
145,-67.426,116.786,134.85264280688014,144,12.275508339779659
146,-77.767,110.171,134.8530886928438,147,12.275308550093559
147,-87.463,102.643,134.853112007102,146,12.275308550093559
148,-96.435,94.264,134.85329406803527,149,12.275470826000927
149,-104.607,85.104,134.8529394006671,150,12.275229122097885
150,-111.912,75.239,134.85252264974505,149,12.275229122097885
151,-118.291,64.751,134.85344890658155,152,12.27554597563791
152,-123.689,53.726,134.85344562524162,151,12.27554597563791
153,-128.062,42.255,134.85310848845867,154,12.274979470451262
154,-131.373,30.435,134.85234278276369,153,12.274979470451262
155,-133.597,18.362,134.85296234417694,156,12.274837351264575
156,-134.713,6.138,134.8527619776473,155,12.274837351264575
157,-134.713,-6.138,134.8527619776473,158,12.274837351264575
158,-133.597,-18.362,134.85296234417694,157,12.274837351264575
159,-131.373,-30.435,134.85234278276369,160,12.274979470451262
160,-128.062,-42.255,134.85310848845867,159,12.274979470451262
161,-123.689,-53.726,134.85344562524162,162,12.27554597563791
162,-118.291,-64.751,134.85344890658155,161,12.27554597563791
163,-111.912,-75.239,134.85252264974505,164,12.275229122097885
164,-104.607,-85.104,134.8529394006671,163,12.275229122097885
165,-96.435,-94.264,134.85329406803527,164,12.275470826000927
166,-87.463,-102.643,134.853112007102,167,12.275308550093559
167,-77.767,-110.171,134.8530886928438,166,12.275308550093559
168,-67.426,-116.786,134.85264280688014,169,12.275508339779659
169,-56.527,-122.434,134.85320198274863,168,12.275508339779659
170,-45.159,-127.067,134.853096998178,171,12.274668264356475
171,-33.418,-130.647,134.8532585182872,170,12.274668264356475
172,-21.399,-133.144,134.85266751903725,173,12.275408424977153
173,-9.203,-134.538,134.85239580000055,172,12.275408424977153
174,3.07,-134.818,134.85294963032882,175,12.275636561905864
175,15.317,-133.98,134.8527007108126,176,12.275549030491465
176,27.437,-132.032,134.85265289566982,177,12.274910508838751
177,39.329,-128.99,134.85247621382413,176,12.274910508838751
178,50.896,-124.879,134.85239136552232,179,12.275261708004438
179,62.041,-119.734,134.85294374614148,178,12.275261708004438
180,72.672,-113.596,134.85277453578774,181,12.275711058834842
181,82.701,-106.517,134.85298176162067,182,12.275385655856189
182,92.044,-98.555,134.8524599738544,181,12.275385655856189
183,100.625,-89.777,134.85288411450458,184,12.275361216681166
184,108.372,-80.255,134.85308824420744,183,12.275361216681166
185,115.221,-70.067,134.85274683891313,186,12.275547238310795
186,121.115,-59.299,134.8525662566345,187,12.275461783574583
187,126.006,-48.04,134.85308167038676,188,12.275070875559129
188,129.852,-36.383,134.85275152179878,187,12.275070875559129
189,132.623,-24.424,134.85322356176732,190,12.275266270024453
190,134.294,-12.263,134.8527330275512,189,12.275266270024453
191,134.853,0.0,134.853,123,12.275734193929095
192,148.218,5.973,148.33830339126843,193,11.945717642737081
193,147.257,17.88,148.33852651620887,192,11.945717642737081
194,145.34,29.671,148.33773572830347,193,11.945818096723222
195,142.481,41.27,148.3376157992301,196,11.94550480306294
196,138.699,52.601,148.3383895085827,195,11.94550480306294
197,134.016,63.591,148.3378021173295,198,11.946032186462574
198,128.465,74.169,148.33845349739897,197,11.946032186462574
199,122.08,84.266,148.33841429649974,200,11.946205631915092
200,114.903,93.816,148.3379292864775,201,11.945029175351568
201,106.982,102.757,148.33795661596528,200,11.945029175351568
202,98.366,111.033,148.33811730300476,203,11.945544525052004
203,89.113,118.588,148.33826381955532,202,11.945544525052004
204,79.282,125.374,148.33838141222924,203,11.94564175756163
205,68.936,131.347,148.3381491896134,206,11.945371697858548
206,58.144,136.468,148.3382612814374,205,11.945371697858548
207,46.974,140.704,148.33803386859353,208,11.945779673173275
208,35.5,144.028,148.33851416270826,207,11.945779673173275
209,23.795,146.417,148.33792473268593,210,11.946107357629096
210,11.936,147.857,148.33799427321375,211,11.945687799369276
211,0.0,148.338,148.338,210,11.945687799369276
212,-11.936,147.857,148.33799427321375,211,11.945687799369276
213,-23.795,146.417,148.33792473268593,212,11.946107357629096
214,-35.5,144.028,148.33851416270826,215,11.945779673173275
215,-46.974,140.704,148.33803386859353,214,11.945779673173275
216,-58.144,136.468,148.3382612814374,217,11.945371697858548
217,-68.936,131.347,148.3381491896134,216,11.945371697858548
218,-79.282,125.374,148.33838141222924,219,11.94564175756163
219,-89.113,118.588,148.33826381955532,220,11.945544525052004
220,-98.366,111.033,148.33811730300476,219,11.945544525052004
221,-106.982,102.757,148.33795661596528,222,11.945029175351568
222,-114.903,93.816,148.3379292864775,221,11.945029175351568
223,-122.08,84.266,148.33841429649974,222,11.946205631915092
224,-128.465,74.169,148.33845349739897,225,11.946032186462574
225,-134.016,63.591,148.3378021173295,224,11.946032186462574
226,-138.699,52.601,148.3383895085827,227,11.94550480306294
227,-142.481,41.27,148.3376157992301,226,11.94550480306294
228,-145.34,29.671,148.33773572830347,229,11.945818096723222
229,-147.257,17.88,148.33852651620887,230,11.945717642737081
230,-148.218,5.973,148.33830339126843,229,11.945717642737081
231,-148.218,-5.973,148.33830339126843,232,11.945717642737081
232,-147.257,-17.88,148.33852651620887,231,11.945717642737081
233,-145.34,-29.671,148.33773572830347,232,11.945818096723222
234,-142.481,-41.27,148.3376157992301,235,11.94550480306294
235,-138.699,-52.601,148.3383895085827,234,11.94550480306294
236,-134.016,-63.591,148.3378021173295,237,11.946032186462574
237,-128.465,-74.169,148.33845349739897,236,11.946032186462574
238,-122.08,-84.266,148.33841429649974,239,11.946205631915092
239,-114.903,-93.816,148.3379292864775,240,11.945029175351568
240,-106.982,-102.757,148.33795661596528,239,11.945029175351568
241,-98.366,-111.033,148.33811730300476,242,11.945544525052004
242,-89.113,-118.588,148.33826381955532,241,11.945544525052004
243,-79.282,-125.374,148.33838141222924,242,11.94564175756163
244,-68.936,-131.347,148.3381491896134,245,11.945371697858548
245,-58.144,-136.468,148.3382612814374,244,11.945371697858548
246,-46.974,-140.704,148.33803386859353,247,11.945779673173275
247,-35.5,-144.028,148.33851416270826,246,11.945779673173275
248,-23.795,-146.417,148.33792473268593,249,11.946107357629096
249,-11.936,-147.857,148.33799427321375,250,11.945687799369276
250,0.0,-148.338,148.338,249,11.945687799369276
251,11.936,-147.857,148.33799427321375,250,11.945687799369276
252,23.795,-146.417,148.33792473268593,251,11.946107357629096
253,35.5,-144.028,148.33851416270826,254,11.945779673173275
254,46.974,-140.704,148.33803386859353,253,11.945779673173275
255,58.144,-136.468,148.3382612814374,256,11.945371697858548
256,68.936,-131.347,148.3381491896134,255,11.945371697858548
257,79.282,-125.374,148.33838141222924,258,11.94564175756163
258,89.113,-118.588,148.33826381955532,259,11.945544525052004
259,98.366,-111.033,148.33811730300476,258,11.945544525052004
260,106.982,-102.757,148.33795661596528,261,11.945029175351568
261,114.903,-93.816,148.3379292864775,260,11.945029175351568
262,122.08,-84.266,148.33841429649974,261,11.946205631915092
263,128.465,-74.169,148.33845349739897,264,11.946032186462574
264,134.016,-63.591,148.3378021173295,263,11.946032186462574
265,138.699,-52.601,148.3383895085827,266,11.94550480306294
266,142.481,-41.27,148.3376157992301,265,11.94550480306294
267,145.34,-29.671,148.33773572830347,268,11.945818096723222
268,147.257,-17.88,148.33852651620887,269,11.945717642737081
269,148.218,-5.973,148.33830339126843,268,11.945717642737081
270,161.325,12.697,161.8238840035673,271,12.706138673885157
271,159.831,25.315,161.82335364835322,270,12.706138673885157
272,157.352,37.777,161.82321722484696,273,12.706063198331734
273,153.903,50.006,161.82315484812423,272,12.706063198331734
274,149.505,61.927,161.82304642417284,275,12.705915236613212
275,144.186,73.466,161.82353275095684,274,12.705915236613212
276,137.977,84.552,161.82303060133313,277,12.706246731430959
277,130.918,95.117,161.82325671237743,276,12.706246731430959
278,123.051,105.096,161.82310656083698,279,12.705885447303544
279,114.426,114.426,161.82280108810377,278,12.705885447303544
280,105.096,123.051,161.82310656083698,279,12.705885447303544
281,95.117,130.918,161.82325671237743,282,12.706246731430959
282,84.552,137.977,161.82303060133313,281,12.706246731430959
283,73.466,144.186,161.82353275095684,284,12.705915236613212
284,61.927,149.505,161.82304642417284,283,12.705915236613212
285,50.006,153.903,161.82315484812423,286,12.706063198331734
286,37.777,157.352,161.82321722484696,285,12.706063198331734
287,25.315,159.831,161.82335364835322,288,12.706138673885157
288,12.697,161.325,161.8238840035673,287,12.706138673885157
289,0.0,161.823,161.823,288,12.706762490894366
290,-12.697,161.325,161.8238840035673,291,12.706138673885157
291,-25.315,159.831,161.82335364835322,290,12.706138673885157
292,-37.777,157.352,161.82321722484696,293,12.706063198331734
293,-50.006,153.903,161.82315484812423,292,12.706063198331734
294,-61.927,149.505,161.82304642417284,295,12.705915236613212
295,-73.466,144.186,161.82353275095684,294,12.705915236613212
296,-84.552,137.977,161.82303060133313,297,12.706246731430959
297,-95.117,130.918,161.82325671237743,296,12.706246731430959
298,-105.096,123.051,161.82310656083698,299,12.705885447303544
299,-114.426,114.426,161.82280108810377,298,12.705885447303544
300,-123.051,105.096,161.82310656083698,299,12.705885447303544
301,-130.918,95.117,161.82325671237743,302,12.706246731430959
302,-137.977,84.552,161.82303060133313,301,12.706246731430959
303,-144.186,73.466,161.82353275095684,304,12.705915236613212
304,-149.505,61.927,161.82304642417284,303,12.705915236613212
305,-153.903,50.006,161.82315484812423,306,12.706063198331734
306,-157.352,37.777,161.82321722484696,305,12.706063198331734
307,-159.831,25.315,161.82335364835322,308,12.706138673885157
308,-161.325,12.697,161.8238840035673,307,12.706138673885157
309,-161.823,0.0,161.823,308,12.706762490894366
310,-161.325,-12.697,161.8238840035673,311,12.706138673885157
311,-159.831,-25.315,161.82335364835322,310,12.706138673885157
312,-157.352,-37.777,161.82321722484696,313,12.706063198331734
313,-153.903,-50.006,161.82315484812423,312,12.706063198331734
314,-149.505,-61.927,161.82304642417284,315,12.705915236613212
315,-144.186,-73.466,161.82353275095684,314,12.705915236613212
316,-137.977,-84.552,161.82303060133313,317,12.706246731430959
317,-130.918,-95.117,161.82325671237743,316,12.706246731430959
318,-123.051,-105.096,161.82310656083698,319,12.705885447303544
319,-114.426,-114.426,161.82280108810377,318,12.705885447303544
320,-105.096,-123.051,161.82310656083698,319,12.705885447303544
321,-95.117,-130.918,161.82325671237743,322,12.706246731430959
322,-84.552,-137.977,161.82303060133313,321,12.706246731430959
323,-73.466,-144.186,161.82353275095684,324,12.705915236613212
324,-61.927,-149.505,161.82304642417284,323,12.705915236613212
325,-50.006,-153.903,161.82315484812423,326,12.706063198331734
326,-37.777,-157.352,161.82321722484696,325,12.706063198331734
327,-25.315,-159.831,161.82335364835322,328,12.706138673885157
328,-12.697,-161.325,161.8238840035673,327,12.706138673885157
329,0.0,-161.823,161.823,328,12.706762490894366
330,12.697,-161.325,161.8238840035673,331,12.706138673885157
331,25.315,-159.831,161.82335364835322,330,12.706138673885157
332,37.777,-157.352,161.82321722484696,333,12.706063198331734
333,50.006,-153.903,161.82315484812423,332,12.706063198331734
334,61.927,-149.505,161.82304642417284,335,12.705915236613212
335,73.466,-144.186,161.82353275095684,334,12.705915236613212
336,84.552,-137.977,161.82303060133313,337,12.706246731430959
337,95.117,-130.918,161.82325671237743,336,12.706246731430959
338,105.096,-123.051,161.82310656083698,339,12.705885447303544
339,114.426,-114.426,161.82280108810377,338,12.705885447303544
340,123.051,-105.096,161.82310656083698,339,12.705885447303544
341,130.918,-95.117,161.82325671237743,342,12.706246731430959
342,137.977,-84.552,161.82303060133313,341,12.706246731430959
343,144.186,-73.466,161.82353275095684,344,12.705915236613212
344,149.505,-61.927,161.82304642417284,343,12.705915236613212
345,153.903,-50.006,161.82315484812423,346,12.706063198331734
346,157.352,-37.777,161.82321722484696,345,12.706063198331734
347,159.831,-25.315,161.82335364835322,348,12.706138673885157
348,161.325,-12.697,161.8238840035673,347,12.706138673885157
349,161.823,0.0,161.823,270,12.706762490894366
350,175.186,6.555,175.30859254754174,351,13.109680736005743
351,174.206,19.628,175.30826797387508,350,13.109680736005743
352,172.252,32.592,175.30827124810742,353,13.109647211118993
353,169.335,45.373,175.30844632817895,352,13.109647211118993
354,165.471,57.901,175.30880651581654,353,13.110350109741546
355,160.681,70.105,175.3085702012312,356,13.109274007358303
356,154.993,81.916,175.30847413915848,355,13.109274007358303
357,148.438,93.27,175.308678461735,358,13.109937032648174
358,141.053,104.102,175.3087995880412,357,13.109937032648174
359,132.879,114.352,175.30889465454968,360,13.109728792007855
360,123.962,123.962,175.3087416188936,359,13.109728792007855
361,114.352,132.879,175.30889465454968,360,13.109728792007855
362,104.102,141.053,175.3087995880412,363,13.109937032648174
363,93.27,148.438,175.308678461735,362,13.109937032648174
364,81.916,154.993,175.30847413915848,365,13.109274007358303
365,70.105,160.681,175.3085702012312,364,13.109274007358303
366,57.901,165.471,175.30880651581654,367,13.110350109741546
367,45.373,169.335,175.30844632817895,368,13.109647211118993
368,32.592,172.252,175.30827124810742,367,13.109647211118993
369,19.628,174.206,175.30826797387508,370,13.109680736005743
370,6.555,175.186,175.30859254754174,369,13.109680736005743
371,-6.555,175.186,175.30859254754174,372,13.109680736005743
372,-19.628,174.206,175.30826797387508,371,13.109680736005743
373,-32.592,172.252,175.30827124810742,374,13.109647211118993
374,-45.373,169.335,175.30844632817895,373,13.109647211118993
375,-57.901,165.471,175.30880651581654,374,13.110350109741546
376,-70.105,160.681,175.3085702012312,377,13.109274007358303
377,-81.916,154.993,175.30847413915848,376,13.109274007358303
378,-93.27,148.438,175.308678461735,379,13.109937032648174
379,-104.102,141.053,175.3087995880412,378,13.109937032648174
380,-114.352,132.879,175.30889465454968,381,13.109728792007855
381,-123.962,123.962,175.3087416188936,380,13.109728792007855
382,-132.879,114.352,175.30889465454968,381,13.109728792007855
383,-141.053,104.102,175.3087995880412,384,13.109937032648174
384,-148.438,93.27,175.308678461735,383,13.109937032648174
385,-154.993,81.916,175.30847413915848,386,13.109274007358303
386,-160.681,70.105,175.3085702012312,385,13.109274007358303
387,-165.471,57.901,175.30880651581654,388,13.110350109741546
388,-169.335,45.373,175.30844632817895,389,13.109647211118993
389,-172.252,32.592,175.30827124810742,388,13.109647211118993
390,-174.206,19.628,175.30826797387508,391,13.109680736005743
391,-175.186,6.555,175.30859254754174,390,13.109680736005743
392,-175.186,-6.555,175.30859254754174,393,13.109680736005743
393,-174.206,-19.628,175.30826797387508,392,13.109680736005743
394,-172.252,-32.592,175.30827124810742,395,13.109647211118993
395,-169.335,-45.373,175.30844632817895,394,13.109647211118993
396,-165.471,-57.901,175.30880651581654,395,13.110350109741546
397,-160.681,-70.105,175.3085702012312,398,13.109274007358303
398,-154.993,-81.916,175.30847413915848,397,13.109274007358303
399,-148.438,-93.27,175.308678461735,400,13.109937032648174
400,-141.053,-104.102,175.3087995880412,399,13.109937032648174
401,-132.879,-114.352,175.30889465454968,402,13.109728792007855
402,-123.962,-123.962,175.3087416188936,401,13.109728792007855
403,-114.352,-132.879,175.30889465454968,402,13.109728792007855
404,-104.102,-141.053,175.3087995880412,405,13.109937032648174
405,-93.27,-148.438,175.308678461735,404,13.109937032648174
406,-81.916,-154.993,175.30847413915848,407,13.109274007358303
407,-70.105,-160.681,175.3085702012312,406,13.109274007358303
408,-57.901,-165.471,175.30880651581654,409,13.110350109741546
409,-45.373,-169.335,175.30844632817895,410,13.109647211118993
410,-32.592,-172.252,175.30827124810742,409,13.109647211118993
411,-19.628,-174.206,175.30826797387508,412,13.109680736005743
412,-6.555,-175.186,175.30859254754174,411,13.109680736005743
413,6.555,-175.186,175.30859254754174,414,13.109680736005743
414,19.628,-174.206,175.30826797387508,413,13.109680736005743
415,32.592,-172.252,175.30827124810742,416,13.109647211118993
416,45.373,-169.335,175.30844632817895,415,13.109647211118993
417,57.901,-165.471,175.30880651581654,416,13.110350109741546
418,70.105,-160.681,175.3085702012312,419,13.109274007358303
419,81.916,-154.993,175.30847413915848,418,13.109274007358303
420,93.27,-148.438,175.308678461735,421,13.109937032648174
421,104.102,-141.053,175.3087995880412,420,13.109937032648174
422,114.352,-132.879,175.30889465454968,423,13.109728792007855
423,123.962,-123.962,175.3087416188936,422,13.109728792007855
424,132.879,-114.352,175.30889465454968,423,13.109728792007855
425,141.053,-104.102,175.3087995880412,426,13.109937032648174
426,148.438,-93.27,175.308678461735,425,13.109937032648174
427,154.993,-81.916,175.30847413915848,428,13.109274007358303
428,160.681,-70.105,175.3085702012312,427,13.109274007358303
429,165.471,-57.901,175.30880651581654,430,13.110350109741546
430,169.335,-45.373,175.30844632817895,431,13.109647211118993
431,172.252,-32.592,175.30827124810742,430,13.109647211118993
432,174.206,-19.628,175.30826797387508,433,13.109680736005743
433,175.186,-6.555,175.30859254754174,432,13.109680736005743
434,188.39,12.348,188.79424038884235,435,12.354494971466861
435,187.179,24.643,188.79421466242022,436,12.35410417634561
436,185.166,36.832,188.7936539717371,437,12.353662857630527
437,182.361,48.863,188.79387460932094,436,12.353662857630527
438,178.775,60.686,188.79430929188518,439,12.353936538609876
439,174.423,72.248,188.79395232104233,438,12.353936538609876
440,169.324,83.501,188.7936280095279,439,12.354343770512454
441,163.5,94.397,188.7936535188617,442,12.354094746277447
442,156.976,104.888,188.79342446176457,441,12.354094746277447
443,149.78,114.93,188.79341434488651,444,12.353990003233763
444,141.943,124.48,188.79376485731726,443,12.353990003233763
445,133.497,133.497,188.79326793612108,444,12.354804935732501
446,124.48,141.943,188.79376485731726,447,12.353990003233763
447,114.93,149.78,188.79341434488651,446,12.353990003233763
448,104.888,156.976,188.79342446176457,449,12.354094746277447
449,94.397,163.5,188.7936535188617,448,12.354094746277447
450,83.501,169.324,188.7936280095279,451,12.354343770512454
451,72.248,174.423,188.79395232104233,452,12.353936538609876
452,60.686,178.775,188.79430929188518,451,12.353936538609876
453,48.863,182.361,188.79387460932094,454,12.353662857630527
454,36.832,185.166,188.7936539717371,453,12.353662857630527
455,24.643,187.179,188.79421466242022,454,12.35410417634561
456,12.348,188.39,188.79424038884235,455,12.354494971466861
457,0.0,188.794,188.794,456,12.354607237787855
458,-12.348,188.39,188.79424038884235,459,12.354494971466861
459,-24.643,187.179,188.79421466242022,460,12.35410417634561
460,-36.832,185.166,188.7936539717371,461,12.353662857630527
461,-48.863,182.361,188.79387460932094,460,12.353662857630527
462,-60.686,178.775,188.79430929188518,463,12.353936538609876
463,-72.248,174.423,188.79395232104233,462,12.353936538609876
464,-83.501,169.324,188.7936280095279,463,12.354343770512454
465,-94.397,163.5,188.7936535188617,466,12.354094746277447
466,-104.888,156.976,188.79342446176457,465,12.354094746277447
467,-114.93,149.78,188.79341434488651,468,12.353990003233763
468,-124.48,141.943,188.79376485731726,467,12.353990003233763
469,-133.497,133.497,188.79326793612108,468,12.354804935732501
470,-141.943,124.48,188.79376485731726,471,12.353990003233763
471,-149.78,114.93,188.79341434488651,470,12.353990003233763
472,-156.976,104.888,188.79342446176457,473,12.354094746277447
473,-163.5,94.397,188.7936535188617,472,12.354094746277447
474,-169.324,83.501,188.7936280095279,475,12.354343770512454
475,-174.423,72.248,188.79395232104233,476,12.353936538609876
476,-178.775,60.686,188.79430929188518,475,12.353936538609876
477,-182.361,48.863,188.79387460932094,478,12.353662857630527
478,-185.166,36.832,188.7936539717371,477,12.353662857630527
479,-187.179,24.643,188.79421466242022,478,12.35410417634561
480,-188.39,12.348,188.79424038884235,479,12.354494971466861
481,-188.794,0.0,188.794,480,12.354607237787855
482,-188.39,-12.348,188.79424038884235,483,12.354494971466861
483,-187.179,-24.643,188.79421466242022,484,12.35410417634561
484,-185.166,-36.832,188.7936539717371,485,12.353662857630527
