node_id,x_adjusted_m,y_adjusted_m,z_adjusted_m,target_radial_displacement_m,actual_radial_displacement_m,actuator_extension_m
B5,22.097630286759625,13.597603901430306,-299.06923976218604,-0.20933676890837205,-0.20743650764529975,0.20743650742859154
B6,25.87133766072035,1.9887422190783075,-299.0867424535968,-0.18986807399039662,-0.18986807399039662,0.18986807393025762
C4,29.582958372565194,-9.61120343602063,-298.60321093746313,-0.18106350893788203,-0.18106350893788203,0.18106350892529077
C5,19.768793748564597,-16.82022993464274,-299.1910521187011,-0.08516658111943798,-0.08516658111943798,0.08516658111158737
C6,9.892286285253975,-24.00766555095302,-299.29666394486634,0.020841939781121255,0.020841939781121255,-0.02084193975481785
D4,0.0,-31.13680952727892,-298.90626853977113,0.12363391833372361,0.12363391833372361,-0.12363391755130237
D5,-9.89799340636337,-24.02151620699978,-299.469336091579,0.19416268912937085,0.19416268912937085,-0.19416268843613915
D6,-19.788004112657493,-16.836575026067152,-299.4817916103281,0.2395370453908754,0.20666496634205778,-0.2066649662946416
E4,-29.621284480589644,-9.62365520019157,-298.99006538165725,0.2551092931266794,0.2078841713225898,-0.20788417093006073
E5,-25.901573429793782,1.991066457247636,-299.4362843982903,0.16098684604730806,0.16098684604730806,-0.1609868461771624
E6,-22.11669416682721,13.609334710870932,-299.3272502386373,0.05154312354596868,0.05154312354596868,-0.05154312348017376
A4,-18.29055355902366,25.174843454858383,-298.7221129637009,-0.06151812081697017,-0.06151812081697017,0.06151812051985939
A8,-12.183064324958051,33.59308174136449,-298.1148624096424,-0.15121233422530622,-0.15121233422530622,0.15121233405143109
A9,0.0,33.61566332095291,-298.3125795370804,-0.19947500883796465,-0.19947500883796465,0.19947500852333633
A10,12.180782947931782,33.58679116594914,-298.05903799797136,-0.2447891155425168,-0.20743635897101226,0.20743635915638015
B7,24.34150575029373,33.503884232072764,-297.32276426198945,-0.27633460995440373,-0.20711604611710396,0.20711604630570069
B8,28.178358551963964,21.963846208343057,-298.0593561732309,-0.26183490836695,-0.20711588734703246,0.2071158877597461
B9,31.968743415928465,10.387832996004363,-298.3049868113189,-0.2472575457687185,-0.2071157345115962,0.20711573438055897
B10,35.70646459854418,-1.205168503232318,-298.05935623265947,-0.2377311426418487,-0.20711579717095047,0.20711579672834457
C7,39.385426325174315,-12.797170689581055,-297.32276442391094,-0.2360012968152887,-0.2071158369207872,0.20711583667168165
C8,29.60067725282088,-20.015368602024246,-298.10665714984333,-0.1594762979176494,-0.1594762979176494,0.15947629801225727
C9,19.76713754378966,-27.20713323179684,-298.4464449612413,-0.06476232327310072,-0.06476232327310072,0.06476232353942857
C10,9.894929136695984,-34.3589207878864,-298.2990396972475,0.034283356253865804,0.034283356253865804,-0.034283356118121944
D7,0.0,-41.45735328806409,-297.65249187634663,0.12579456370690423,0.12579456370690423,-0.12579456416442536
D8,-9.90060662949087,-34.378635181240654,-298.47019712800886,0.2112081774855028,0.20666594625238574,-0.20666594558468043
D9,-19.78508222674476,-27.231831971251662,-298.71737578377656,0.27311343059221826,0.20788314244498582,-0.20788314304163036
D10,-29.636774980894874,-20.039777142643967,-298.47019521875075,0.3055098596328776,0.20666404453621504,-0.20666404449175912
E7,-39.43920704712016,-12.814645200910897,-297.72875807216127,0.3055008557745964,0.20279704043104727,-0.20279704023144562
E8,-35.755221630228434,-1.2068141559049537,-298.4663550671567,0.2216652024686141,0.20279639780926598,-0.20279639805550742
E9,-32.003308422420695,10.399064451375493,-298.62751790588356,0.11745658751334531,0.11745658751334531,-0.1174565875582676
E10,-28.198089534278346,21.97922567980139,-298.2680625772766,0.0030845001290913387,0.0030845001290913387,-0.003084500136296242
A7,-24.349468395737407,33.514844094369806,-297.42002512080563,-0.10891626525335596,-0.10891626525335596,0.10891626543711341
A12,-18.283111741837967,42.02736208799565,-296.69075055523,-0.19027995102345585,-0.19027995102345585,0.19027995142927967
A13,-6.10393770363286,42.07961637835632,-297.1638945093626,-0.22503313049554663,-0.20961892337262325,0.20961892277171135
A14,6.1040321085706495,42.08026719161152,-297.16849051612684,-0.25833752172638924,-0.2049761065161584,0.2049761064024196
A15,18.28221663762562,42.02530451325837,-296.676225175506,-0.28037361201222666,-0.20497762027667488,0.20497762043864443
B11,30.372212460186766,41.80411288863933,-295.71195971573786,-0.2797895569082698,-0.2074364813683705,0.20743648218710486
B12,34.31792260748353,30.374043657094077,-296.67411192846527,-0.2835108672276192,-0.20711589473766007,0.2071158956760648
B13,38.13384908655264,18.809002770087517,-297.1660549540327,-0.27995615693021136,-0.20743646383466643,0.2074364637425239
B14,41.906387010036035,7.198033771864982,-297.16637234301965,-0.27485660989361804,-0.20711582396669787,0.2071158232268253
B15,45.61687822212292,-4.4009588877206935,-296.67379505809595,-0.2720996221750056,-0.20743648919495228,0.20743648930592595
C11,49.14329399050245,-15.966983711562435,-295.71227575953327,-0.2728896418129807,-0.20711558799135618,0.20711558842020894
C12,39.49171076750962,-23.25193264349842,-296.67379494939996,-0.22382731472885098,-0.20743657567165788,0.20743657614653488
C13,29.67792208002944,-30.461037410490096,-297.22540163439476,-0.14748531314984348,-0.14748531314984348,0.14748531275052823
C14,19.805447299226206,-37.649676109047824,-297.3135643862789,-0.058424660002629025,-0.058424660002629025,0.05842466005826186
C15,9.918502476954032,-44.77952592947988,-296.9088089896789,0.030364921525460886,0.030364921525460886,-0.03036492141658531
D11,0.0,-51.72667504734541,-296.02317419572944,0.10849355329315813,0.10849355329315813,-0.1084935532473934
D12,-9.92432513364491,-44.80581374932703,-297.083109300362,0.2067325804300708,0.2067325804300708,-0.20673257994702032
D13,-19.822928153226105,-37.68290678954003,-297.57598183803873,0.28432323260670955,0.20666547065230478,-0.20666547085905718
D14,-29.712927434524737,-30.496966455993128,-297.575981453331,0.3339990232574337,0.20666505124280213,-0.20666505048570993
D15,-39.54634810008657,-23.28410201656961,-297.0842472819652,0.35098945781373914,0.20788405225708198,-0.2078840522374592
E11,-49.21040755264348,-15.988789355151116,-296.11612138288297,0.3336743454300404,0.20284904928152653,-0.2028490495802857
E12,-45.680546308300926,-4.407101364817984,-297.087866636132,0.26338304644076516,0.2115463588546494,-0.21154635909169262
E13,-41.95882432368556,7.207040646031079,-297.5382155722846,0.16851455658746772,0.16851455658746772,-0.16851455633569046
E14,-38.16756572975875,18.825633046093024,-297.42879900132544,0.057983604164917324,0.057983604164917324,-0.057983603890015445
E15,-34.335155502280074,30.389296115842097,-296.82308813014845,-0.05637267323538708,-0.05637267323538708,0.05637267338897756
A11,-30.376933928009212,41.81061148580634,-295.757929185507,-0.16077047474266237,-0.16077047474266237,0.1607704751945045
A17,-24.303469445501886,50.31556969671259,-294.94827065624014,-0.22881376511128337,-0.20541933971734933,0.20541933974816118
A18,-12.200568803994491,50.494519661643366,-295.66620342185803,-0.25121866051347297,-0.20498909928459913,0.20498910012525506
A19,0.0,50.53649590220884,-295.9107651379563,-0.2721914752027601,-0.20496004060649303,0.20496004066933793
A20,12.200379879436483,50.49373775917945,-295.6616250609884,-0.28326130921101367,-0.20963758852351275,0.209637589021892
A21,24.304083614869175,50.31684121400254,-294.95572425018804,-0.2747228155347443,-0.19783316657335043,0.19783316617274105
B16,36.367734652841,50.05601444906814,-293.7570221188734,-0.2353753110731418,-0.19782512604875152,0.19782512674507213
B17,40.342528173397184,38.66238478536359,-294.9470582242638,-0.26326966625515524,-0.20665334910692676,0.20665334935351742
B18,44.25253652753872,27.20727049880923,-295.6645643380864,-0.2766172285084849,-0.20665329186799,0.20665329113249742
B19,48.06241373041474,15.617249051967887,-295.90909553849224,-0.28187539415284846,-0.20665379686042767,0.20665379683860774
B20,51.79284579318832,4.000246229586673,-295.6645644466582,-0.2831495536458988,-0.2066531567361945,0.20665315590217892
B21,55.362702943098455,-7.564780739649632,-294.94660393469786,-0.28330077702429435,-0.2071156788560337,0.20711567887751148
C16,58.84233928800592,-19.118788704008445,-293.74761712400715,-0.2828899891001697,-0.20743644758811447,0.2074364474232162
C17,49.236329785566355,-26.420771198888353,-294.94660393468047,-0.26806573662003075,-0.20711570017544062,0.20711570054598472
C18,39.55001279992384,-33.678763619120886,-295.6641090243434,-0.21785924643160115,-0.20711552050410595,0.20711552150154677
C19,29.710249662350638,-40.89211107887007,-295.96884800242566,-0.14603615664464087,-0.14603615664464087,0.14603615694109573
C20,19.81854306891579,-48.043438075845586,-295.803070316063,-0.06602572894917103,-0.06602572894917103,0.06602572908211357
C21,9.9198308404237,-55.0308353563865,-295.15994400263514,0.010019100574993445,0.010019100574993445,-0.010019100561014849
D16,0.0,-61.92810522848023,-294.02231661807537,0.07329011690268317,0.07329011690268317,-0.07329011697537391
D17,-9.925474704858805,-55.06214502078485,-295.32787455885347,0.18093668305937172,0.18093668305937172,-0.18093668294126397
D18,-19.836537489775885,-48.08705953890149,-296.0716473209652,0.2720484797919198,0.20666500940377952,-0.20666500967330004
D19,-29.745270135723807,-40.94031198944758,-296.3177164662909,0.3378433400376366,0.20788327827732586,-0.2078832776341084
D20,-39.60452759455881,-33.72518562387583,-296.07164538257246,0.3722354717409644,0.20666310223776063,-0.2066631024772274
D21,-49.304196086053324,-26.457189022984718,-295.3531520047219,0.37192662600148196,0.20666374096209117,-0.2066637416296604
E16,-58.923748171537554,-19.145239712953764,-294.15401948393196,0.337493672041262,0.20788263497922407,-0.2078826348527587
E17,-55.43829910831228,-7.575110228352319,-295.34934496819153,0.28277311321659226,0.20278896687443546,-0.2027889668474645
E18,-51.86315408927847,4.005676525837748,-296.065926283841,0.20085643697080968,0.20085643697080968,-0.20085643653269303
E19,-48.111320755321955,15.633140746310392,-296.2102047084758,0.09881498269413669,0.09881498269413669,-0.09881498265691269
E20,-44.281146692728704,27.224860552722976,-295.8557174942738,-0.012572173081821347,-0.012572173081821347,0.012572173032723288
E21,-40.354128712700266,38.67350219754772,-295.03187058224376,-0.12033240476597484,-0.12033240476597484,0.12033240490233466
A16,-36.366361489087645,50.05412444669831,-293.7459305153155,-0.21133512216601957,-0.20916008776625902,0.2091600866604275
A23,-30.29571165331246,58.57400096473382,-292.86231007825967,-0.26163092505186114,-0.20499731536922036,0.20499731547561906
A24,-18.205069432681267,58.792855766869046,-293.8180786609954,-0.27278879954798185,-0.20497560860149444,0.2049756086903023
A25,-6.103937663929655,58.90186924544149,-294.29169820926376,-0.28185407138596474,-0.20962083025107495,0.20962083053703484
A26,6.104032136318701,58.90278088651864,-294.2962530460489,-0.28182986020419776,-0.20497469716802758,0.20497469743259167
A27,18.20551861860721,58.79430640255348,-293.82532823212233,-0.2639301452516065,-0.19756869335899946,0.19756869235913932
A28,30.294417639890188,58.57149910756301,-292.84980112106945,-0.21781947470498153,-0.21781947470482407,0.21781947496409337
B22,42.32795285696578,58.26033401078499,-291.5045806637487,-0.1322799488544888,-0.1322799488544888,0.13227994877578642
B23,46.347030662417765,46.91616878112545,-292.87607741202277,-0.19088529474532834,-0.19088529474532834,0.1908852936772738
B24,50.28917154281628,35.48242615791228,-293.81521423368247,-0.22755416854852228,-0.20790226607372753,0.20790226511567367
B25,54.13323477298843,24.007473296097952,-294.2946080908932,-0.24866734617745578,-0.206652632989857,0.2066526316287356
B26,57.9054966861749,12.397413986371456,-294.29338273635597,-0.25975313870588934,-0.20790255498464155,0.2079025562769976
B27,61.540635527013755,0.8544118242956135,-293.8164372444733,-0.26392582194932857,-0.20665264768521957,0.2066526475373487
B28,65.06830721621957,-10.712625467960729,-292.8606957723085,-0.26276944905458777,-0.20665198238750404,0.2066519838199934
C22,68.47105888875831,-22.247650394718292,-291.4319286512545,-0.2561267952958701,-0.20711595848698944,0.20711595742930333
C23,58.93803620726429,-29.57859250371432,-292.86024358597507,-0.28328665977034007,-0.2071154373602005,0.20711543749604466
C24,49.28534326489973,-36.86352688189407,-293.81567001625274,-0.26635688174172856,-0.20743653307011758,0.2074365323807439
C25,39.5601058382955,-44.06459800188039,-294.2941542279027,-0.21930270203586133,-0.2071155192625611,0.20711551980658927
C26,29.688831633020193,-51.24947080933819,-294.3448329595099,-0.1554210400444731,-0.1554210400444731,0.1554210405686982
C27,19.837126823869554,-58.28703679093734,-293.93315697248164,-0.0873995971463728,-0.0873995971463728,0.087399597070005
C28,9.924771523604482,-65.23255467245399,-293.0378384865433,-0.025073962706642305,-0.025073962706642305,0.025073962710422393
D22,0.0,-72.04950162145018,-291.6552704787127,0.02293996644885965,0.02293996644885965,-0.02293996662213793
D23,-9.930093833831249,-65.26753662564309,-293.1949845005243,0.13600655673997153,0.13600655673997153,-0.13600655669635264
D24,-19.85650018728119,-58.34396116088084,-294.22021839621084,0.23713399070982177,0.2058920189915125,-0.20589201877280283
D25,-29.724559220272695,-51.311144504100525,-294.6990480000974,0.3165536926862842,0.20589378126084842,-0.20589378283275606
D26,-39.61463472910665,-44.12533579825797,-294.6998036431963,0.3677057918356468,0.2066645285525452,-0.2066645295728784
D27,-49.35353018371851,-36.91452805482614,-294.2221678493185,0.3849487262568232,0.20788390204668375,-0.2078839029029007
D28,-59.019275205927514,-29.619363038185792,-293.2639162304712,0.36770366040781255,0.2066642326325879,-0.20666423257051747
E22,-68.56405759320404,-22.277867579865553,-291.8277570821062,0.31691794512778415,0.20061187227430755,-0.20061187136360248
E23,-65.15657963000724,-10.727158338854665,-293.257993959788,0.27872299928787925,0.20059373354675364,-0.2005937352415641
E24,-61.62636861417991,0.855602116901155,-294.22575687546856,0.21155081876344184,0.2115508187633466,-0.2115508190205384
E25,-57.969149884657355,12.411041968140104,-294.6168876914195,0.12208669865066213,0.12208669865066213,-0.122086698949599
E26,-54.17377107238804,24.0254506833618,-294.5149831413643,0.01813958416192918,0.01813958416192918,-0.01813958422753137
E27,-50.309313844205725,35.49663791960521,-293.9328959217346,-0.0876663888220719,-0.0876663888220719,0.08766638852223929
E28,-46.34823639682834,46.91738932186567,-292.88369668686136,-0.183075245818884,-0.183075245818884,0.18307524562952615
A22,-42.317640595705754,58.24614018035227,-291.4335620769425,-0.2536214493877651,-0.2054335354145089,0.2054335360751831
A30,-36.23225922678053,66.74842162323354,-290.4289839749376,-0.28120781962985575,-0.20498473134532375,0.2049847318659319
A31,-24.18721098691572,67.02020233181472,-291.61207833360885,-0.28337371357736174,-0.20961164932906995,0.20961165025485462
A32,-12.103635202294136,67.18512357973867,-292.32988663293963,-0.2820279887088759,-0.20498402163649657,0.2049840218352621
A33,0.0,67.24009090882335,-292.5678453044917,-0.2714317253496006,-0.20496239418556564,0.2049623941972767
A34,12.103447620945104,67.1840823490749,-292.3253561234208,-0.24362237973008405,-0.20963642580615707,0.20963642535487237
A35,24.188818639228,67.02465696626209,-291.63146092518895,-0.1896588758281723,-0.1896588758281723,0.189658876742401
A36,36.245075056496766,66.7720314235498,-290.5317125511488,-0.09880173584849672,-0.09880173584849672,0.09880173519068514
B29,48.25744568256306,66.42100940439201,-289.00550096145815,0.04075206383680552,0.04075206383680552,-0.04075206385986885
B30,52.31051915947582,55.112800555574815,-290.5735250422729,-0.05558321165955249,-0.05558321165955249,0.05558321190298887
B31,56.281651804639054,43.72724841165334,-291.6972820738486,-0.12190145263315344,-0.12190145263315344,0.12190145279749354
B32,60.164091251518386,32.27723759523344,-292.3686073731178,-0.1652214563371217,-0.1652214563371217,0.16522145697268575
B33,63.951281436516794,20.779736794221375,-292.5808526848404,-0.1916158330402027,-0.1916158330402027,0.19161583262488557
B34,67.63661284973269,9.250682967459614,-292.3298761077538,-0.2049947709222124,-0.2049947709222124,0.20499477070177852
B35,71.21417915671557,-2.2924123427211063,-291.61373691360046,-0.2079041954991112,-0.20790419549866726,0.20790419580135744
B36,74.67833677964846,-13.832745261218227,-290.43298705791415,-0.2008469393340988,-0.2008469393340988,0.20084693970348955
C29,78.024056106083,-25.35158452499321,-288.79069575923626,-0.18255248372429378,-0.18255248372429378,0.18255248373150135
C30,68.54533435559276,-32.702402249609264,-290.42661174386143,-0.25968339254620787,-0.20743658969614237,0.2074365896582986
C31,58.96151997962331,-40.00339998007364,-291.6145029493436,-0.2833957644499492,-0.20711561590235572,0.20711561600717188
C32,49.28189838137235,-47.23840826966257,-292.32781096063667,-0.26812528531564794,-0.20711542568090432,0.2071154264113364
C33,39.5219898419112,-54.39741075175632,-292.56543385700184,-0.22786653109869803,-0.20743660644430476,0.2074366067170188
C34,29.70112971624773,-61.4732552128204,-292.3595020367547,-0.17457164723674623,-0.17457164723674623,0.17457164728056052
C35,19.83119504638109,-68.45671232850093,-291.69942508965784,-0.11969528011843522,-0.11969528011843522,0.1196952800827007
C36,9.925217402855958,-75.32991668383,-290.55755023419954,-0.07209516573300334,-0.07209516573300334,0.0720951656550799
D29,0.0,-82.07848993057516,-288.9293028886399,-0.038460990734847655,-0.038460990734847655,0.03846099074785103
D30,-9.930071876602963,-75.36676092492445,-290.6996633932725,0.07479667882915919,0.07479667882915919,-0.07479667860836403
D31,-19.85113058124049,-68.52552921884933,-291.99265926156437,0.18216473631474628,0.18216473631474628,-0.1821647363619796
D32,-29.73904067604553,-61.55172058195881,-292.7326740148615,0.27268028464112604,0.2086402788185382,-0.20864027921419748
D33,-39.57616665717176,-54.4719788209436,-292.96648308365,0.337731492300577,0.20406795786719298,-0.2040679582260585
D34,-49.349400462376146,-47.30311135469459,-292.72821630668125,0.3720700303690023,0.20406271247042987,-0.20406271372661378
D35,-59.04228091323751,-40.05819354596626,-292.0139339599717,0.3722008492244413,0.20406536069171566,-0.20406536074495074
D36,-68.63929494233973,-32.74723005491937,-290.82472279114035,0.3383784278149733,0.20406132033043692,-0.2040613203065531
E29,-78.12366654385617,-25.383949958922265,-289.1593842005329,0.2733072472390745,0.20072408400787414,-0.20072408405745312
E30,-74.78140984458422,-13.851837591230295,-290.8338505402228,0.2516379492056444,0.21349604085157883,-0.21349604027198832
E31,-71.31111719737883,-2.295532816249371,-292.01068685561535,0.20072274628108744,0.20072274628108744,-0.2007227460694252
E32,-67.71105848588785,9.26086492290307,-292.6516350290994,0.12542107074506248,0.12542107074506248,-0.1254210707004395
E33,-63.999160448303975,20.79529415664722,-292.7999019639124,0.033144078770931173,0.033144078770931173,-0.033144078491330387
E34,-60.18395575819113,32.28789463979691,-292.4651393414606,-0.06609228738915363,-0.06609228738915363,0.06609228761702379
E35,-56.27439195781129,43.72160797439734,-291.65965564463005,-0.16063474689201485,-0.16063474689201485,0.16063474698638647
E36,-52.28442239111483,55.085305779898064,-290.428563185715,-0.23659407817501688,-0.20541960198279471,0.20541960284085325
A29,-48.21730430012639,66.3657592538169,-288.7651011604263,-0.2793728663219781,-0.20915986876879358,0.2091598685227991
A38,-42.32683987703762,75.26767950237151,-287.50736604233447,-0.2786935259251777,-0.2046851551340586,0.2046851557354965
A39,-30.305366525934595,75.59877352272211,-288.9450521454621,-0.2746518435430403,-0.19547959287631786,0.1954795929805666
A40,-18.211643401158565,75.81863865663004,-289.9011613069798,-0.26444990264138823,-0.19544670731002545,0.19544670735339054
A41,-6.109433759171615,75.9249812968155,-290.36593636236796,-0.2435891487276649,-0.20962413134927776,0.20962413110695088
A42,6.109528449391095,75.92615805941355,-290.3704367490368,-0.2049714744075004,-0.20497147440740854,0.20497147438998464
A43,18.214948031531133,75.83239648016044,-289.953765905126,-0.14097247453611317,-0.14097247453611317,0.14097247495774434
A44,30.320911508136238,75.63755152555112,-289.0932650268015,-0.041491157693769765,-0.041491157693769765,0.041491157713643645
A45,42.37040458828534,75.34514842595125,-287.80328171710755,0.10428960882427418,0.10428960882427418,-0.10428960935009979
B37,54.126013961687725,74.4983839070511,-286.10505072697873,0.2942278398811595,0.15889189201993542,-0.15889189214718358
B38,58.57593457014719,63.59299547875203,-287.8618115016455,0.16540240294278874,0.16540240294278874,-0.16540240332384415
B39,62.58678116815387,52.22858241730459,-289.19179527708854,0.060878617583171035,0.060878617583171035,-0.060878617558528525
B40,66.52033062064372,40.774302481203804,-290.07782345845993,-0.0125057541816318,-0.0125057541816318,0.012505754189412244
B41,70.35555637188591,29.287029153113103,-290.50947283931913,-0.06123109702053853,-0.06123109702053853,0.06123109694116202
B42,74.12611803018402,17.6586918785189,-290.48138263370663,-0.09027172751723356,-0.09027172751723356,0.09027172765468183
B43,77.759311130656,6.1109183031054535,-289.99111393031745,-0.10229702451397316,-0.10229702451397316,0.10229702443346866
B44,81.28916983310495,-5.46219715637864,-289.03780066886094,-0.0991168022209763,-0.0991168022209763,0.09911680226573694
B45,84.69834482662371,-17.003451904618878,-287.6264654689162,-0.08032972130780536,-0.08032972130780536,0.08032972129869709
C37,87.51624409601358,-28.435075665311263,-285.904287615446,-0.05201371667163812,-0.05201371667163812,0.05201371661610299
C38,78.48999257579288,-36.016108855319466,-287.5286356747189,-0.1824768202563405,-0.1824768202563405,0.1824768201191338
C39,68.95042824680823,-43.345094426002305,-288.9338525808002,-0.2568778021196181,-0.20711544751535693,0.2071154474815775
C40,59.29602570265604,-50.631013334863084,-289.88958266310937,-0.28272422344014103,-0.20743672586886058,0.20743672437805438
C41,49.57049927666134,-57.83309857005931,-290.36836294081854,-0.2740755654172631,-0.2071153081490016,0.2071153091477007
C42,39.68511961477915,-65.01514339660136,-290.36836300436585,-0.24344314896609376,-0.20711521475503422,0.20711521441962244
C43,29.830627378787593,-72.04028358065509,-289.89386258491413,-0.20300466071967094,-0.20300466071967094,0.20300466221400226
C44,19.920234691281575,-78.98131685534268,-288.97703080835146,-0.16225461204476233,-0.16225461204476233,0.16225461106923023
C45,10.000495685358803,-85.79307379201444,-287.5796228173534,-0.12923955626911265,-0.12923955626911265,0.12923955629370676
D37,0.0,-92.00364668407926,-285.85327896877163,-0.10559931235707154,-0.10559931235707154,0.10559931136036482
D38,-10.004777940733549,-85.8298107561531,-287.7027656518911,-0.0006623423344649382,-0.0006623423344649382,0.0006623423338147916
D39,-19.93816957670172,-79.05242650289884,-289.23720695672137,0.10805977949070211,0.10805977949070211,-0.10805977864840033
D40,-29.87125955009967,-72.1384093460522,-290.2887257883359,0.2058921338346522,0.2058921338346522,-0.20589213452702748
D41,-39.73947955808427,-65.10419993828046,-290.7661042208151,0.28293392657423055,0.20408321218083716,-0.20408321266092044
D42,-49.63944110377533,-57.91353188304313,-290.77220243748195,0.33249428769664746,0.21038778456853793,-0.21038778394378777
D43,-59.37731175284358,-50.70042093920442,-290.28697825389247,0.3493309850305195,0.2040825240689329,-0.20408252380057834
D44,-69.04632303900068,-43.405377863367846,-289.33569565059844,0.3323264962664325,0.21038635695391744,-0.21038635706881448
D45,-78.59105697629344,-36.06248351188872,-287.8988600592243,0.2831523764159556,0.20408587414510193,-0.20408587353282748
E37,-87.59086930029608,-28.459322287778104,-286.1480785377933,0.209435402009035,0.20409335787768582,-0.20409335838819054
E38,-84.77745648220001,-17.01933381156098,-287.8951201388201,0.20018092140890076,0.20018092140890076,-0.20018092136282428
E39,-81.3609782121174,-5.467022295132686,-289.2931278665919,0.1661598517866878,0.1661598517866878,-0.1661598523718073
E40,-77.81345746624855,6.115173534130618,-290.19304416793676,0.10681001389980338,0.10681001389980338,-0.10681001373711929
E41,-74.15540818126424,17.66566952373688,-290.5961632779576,0.02839249109041475,0.02839249109041475,-0.028392491030919675
E42,-70.35553356426986,29.28701965894732,-290.5093786629832,-0.06132845978953583,-0.06132845978953583,0.061328459671007085
E43,-66.48990416095714,40.75565227818891,-289.9451415983567,-0.14990326333668236,-0.14990326333668236,0.14990326387104158
E44,-62.53130877755148,52.182290783985444,-288.935476611594,-0.22574334503894988,-0.20542827251802098,0.20542827342089254
E45,-58.5036648922561,63.51453586332966,-287.50665403728686,-0.27401206222646124,-0.20542861259443224,0.20542861316960792
A37,-54.06053986977422,74.40826616738546,-285.7589607968857,-0.28040970145644906,-0.20468245172035687,0.20468245141414387
A47,-48.14682827175008,83.28075718058923,-284.35963165112014,-0.24563676794639377,-0.209939590078788,0.20993959047521216
A48,-36.38254587198549,84.07533838220246,-285.8858312025664,-0.23654042684609067,-0.19517843142056474,0.19517843129258328
A49,-24.314823715166533,84.35797992143735,-287.054557177442,-0.22069237562214994,-0.22069237562184096,0.22069237609290182
A50,-12.211593088380356,84.51796738551022,-287.8066042914146,-0.19192418314395354,-0.19192418314395354,0.191924182457182
A51,0.0,84.60145789995558,-288.0910430896256,-0.14388666504629555,-0.14388666504629555,0.14388666504307146
A52,12.216546614472934,84.55225136088556,-287.92335052703316,-0.07014728911480006,-0.07014728911480006,0.07014728882917876
A53,24.335802107046693,84.43076246684018,-287.30222267820807,0.0382971842273605,0.0382971842273605,-0.03829718432014717
A54,36.42287450564855,84.16830142475924,-286.201938365545,0.1911439394698391,0.13676163656489662,-0.13676163646105577
A55,48.21883288071722,83.40530532987603,-284.7848975475051,0.3846705903682164,0.23900137244456426,-0.23900137255024734
B48,68.8060008737531,60.661144955449856,-286.2564227731181,0.32969678515615897,0.19397491599597316,-0.19397491601789696
B49,72.82121563158444,49.26493373232597,-287.47528382816756,0.2192710907358446,0.2192710907358446,-0.21927109071438622
B50,76.69185727734431,37.77371035188957,-288.12568885652314,0.14090983469867524,0.14090983469867524,-0.14090983466259077
B51,80.52282016270591,26.16386973407905,-288.31582145476546,0.09038340396671174,0.09038340396671174,-0.09038340396284017
B52,84.22550847945884,14.51603477301282,-288.0508209123424,0.06281581552002535,0.06281581552002535,-0.0628158154383458
B53,87.82334280055052,2.9465617378468343,-287.3203752748179,0.05727973159031308,0.05727973159031308,-0.057279731629027
B54,91.28372676302132,-8.629063286920227,-286.14011868515786,0.0718455372005451,0.0718455372005451,-0.07184553716180009
